Descrição;Classificação;Origem / Destino;CFOP_ID;CFOP Descrição
Devolução de entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, em ato cooperativo;"Classificam-se neste código as devoluções de entradas que tenham sido classificadas no código ""1.131 - Entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo"" ou ""2.131 - Entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo"", conforme a operação seja dentro ou fora do Estado respectivamente.";Origem / Destino Fora Estado;6213;6.213 - Devolução de entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, em ato cooperativo
Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para comercialização;"Classificam-se neste código as devoluções de fixação de preço de mercadorias do estabelecimento produtor cuja entrada para comercialização tenha sido classificada no código ""1.132 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo"" ou ""2.132 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo"", conforme a operação seja dentro ou fora do Estado respectivamente.";Origem / Destino Fora Estado;6214;6.214 - Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para comercialização
Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo para industrialização;"Classificam-se neste código as devoluções de fixação de preço de mercadorias do estabelecimento produtor cuja entrada para industrialização tenha sido classificada no código ""1.135 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo"" ou ""2.135 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo"", conforme a operação seja dentro ou fora do Estado respectivamente.";Origem / Destino Fora Estado;6215;6.215 - Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo para industrialização
Devolução de entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo;Classificam-se neste código as devoluções de entradas decorrentes de fornecimento de produtos ou mercadorias por estabelecimento de cooperativa destinados a seus cooperados ou a estabelecimento de outra cooperativa, cujo fornecimento tenha sido classificado no código 1.159 / 2.159 – Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo.;Origem / Destino Fora Estado;6216;6.216 - Devolução de entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo
Venda de energia elétrica para distribuição ou comercialização;Classificam-se neste código as vendas de energia elétrica destinada à distribuição ou comercialização. Também serão classificadas neste código as vendas de energia elétrica destinada a cooperativas para distribuição aos seus cooperados.;Origem / Destino Fora Estado;6251;6.251 - Venda de energia elétrica para distribuição ou comercialização
Venda de energia elétrica para estabelecimento industrial;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento industrial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento industrial de cooperativa.;Origem / Destino Fora Estado;6252;6.252 - Venda de energia elétrica para estabelecimento industrial
Venda de energia elétrica para estabelecimento comercial;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento comercial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento comercial de cooperativa.;Origem / Destino Fora Estado;6253;6.253 - Venda de energia elétrica para estabelecimento comercial
Venda de energia elétrica para estabelecimento prestador de serviço de transporte;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de transporte.;Origem / Destino Fora Estado;6254;6.254 - Venda de energia elétrica para estabelecimento prestador de serviço de transporte
Venda de energia elétrica para estabelecimento prestador de serviço de comunicação;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de comunicação.;Origem / Destino Fora Estado;6255;6.255 - Venda de energia elétrica para estabelecimento prestador de serviço de comunicação
Venda de energia elétrica para estabelecimento de produtor rural;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de produtor rural.;Origem / Destino Fora Estado;6256;6.256 - Venda de energia elétrica para estabelecimento de produtor rural
Venda de energia elétrica para consumo por demanda contratada;Classificam-se neste código as vendas de energia elétrica para consumo por demanda contratada, que prevalecerá sobre os demais códigos deste subgrupo.;Origem / Destino Fora Estado;6257;6.257 - Venda de energia elétrica para consumo por demanda contratada
Venda de energia elétrica a não contribuinte;Classificam-se neste código as vendas de energia elétrica a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;Origem / Destino Fora Estado;6258;6.258 - Venda de energia elétrica a não contribuinte
Prestação de serviço de comunicação para execução de serviço da mesma natureza;Classificam-se neste código as prestações de serviços de comunicação destinados às prestações de serviços da mesma natureza.;Origem / Destino Fora Estado;6301;6.301 - Prestação de serviço de comunicação para execução de serviço da mesma natureza
Prestação de serviço de comunicação a estabelecimento industrial;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento industrial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento industrial de cooperativa.;Origem / Destino Fora Estado;6302;6.302 - Prestação de serviço de comunicação a estabelecimento industrial
Prestação de serviço de comunicação a estabelecimento comercial;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento comercial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento comercial de cooperativa.;Origem / Destino Fora Estado;6303;6.303 - Prestação de serviço de comunicação a estabelecimento comercial
Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento prestador de serviço de transporte.;Origem / Destino Fora Estado;6304;6.304 - Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte
Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica.;Origem / Destino Fora Estado;6305;6.305 - Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica
Prestação de serviço de comunicação a estabelecimento de produtor rural;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de produtor rural.;Origem / Destino Fora Estado;6306;6.306 - Prestação de serviço de comunicação a estabelecimento de produtor rural
Prestação de serviço de comunicação a não contribuinte;Classificam-se neste código as prestações de serviços de comunicação a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;Origem / Destino Fora Estado;6307;6.307 - Prestação de serviço de comunicação a não contribuinte
Prestação de serviço de transporte para execução de serviço da mesma natureza;Classificam-se neste código as prestações de serviços de transporte destinados às prestações de serviços da mesma natureza.;Origem / Destino Fora Estado;6351;6.351 - Prestação de serviço de transporte para execução de serviço da mesma natureza
Prestação de serviço de transporte a estabelecimento industrial;Classificam-se neste código as prestações de serviços de transporte a estabelecimento industrial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento industrial de cooperativa.;Origem / Destino Fora Estado;6352;6.352 - Prestação de serviço de transporte a estabelecimento industrial
Prestação de serviço de transporte a estabelecimento comercial;Classificam-se neste código as prestações de serviços de transporte a estabelecimento comercial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento comercial de cooperativa.;Origem / Destino Fora Estado;6353;6.353 - Prestação de serviço de transporte a estabelecimento comercial
Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação;Classificam-se neste código as prestações de serviços de transporte a estabelecimento prestador de serviços de comunicação.;Origem / Destino Fora Estado;6354;6.354 - Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação
Prestação de serviço de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as prestações de serviços de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica.;Origem / Destino Fora Estado;6355;6.355 - Prestação de serviço de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica
Prestação de serviço de transporte a estabelecimento de produtor rural;Classificam-se neste código as prestações de serviços de transporte a estabelecimento de produtor rural.;Origem / Destino Fora Estado;6356;6.356 - Prestação de serviço de transporte a estabelecimento de produtor rural
Prestação de serviço de transporte a não contribuinte;Classificam-se neste código as prestações de serviços de transporte a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;Origem / Destino Fora Estado;6357;6.357 - Prestação de serviço de transporte a não contribuinte
Prestação de serviço de transporte a contribuinte ou a não-contribuinte, quando a mercadoria transportada esteja dispensada de emissão de NF;Classificam-se neste código as prestações de serviços de transporte a contribuinte ao qual tenha sido atribuída a condição de substituto tributário do imposto sobre a prestação dos serviços.;Origem / Destino Fora Estado;6359;6.359 - Prestação de serviço de transporte a contribuinte ou a não-contribuinte, quando a mercadoria transportada esteja dispensada de emissão de NF
Prestação de serviço de transporte a contribuinte substituto em relação ao serviço de transporte (Ajuste Sinief nº 6/2007, efeitos desde 01/01/2008 e Ajuste Sinief nº 3/2008, efeitos desde 01/05/2008, em relação a CFOP 6.360);Classificam-se neste código as prestações de serviços de transporte a contribuinte ao qual tenha sido atribuída a condição de substituto tributário do imposto sobre a prestação dos serviços.;Origem / Destino Fora Estado;6360;6.360 - Prestação de serviço de transporte a contribuinte substituto em relação ao serviço de transporte (Ajuste Sinief nº 6/2007, efeitos desde 01/01/2008 e Ajuste Sinief nº 3/2008, efeitos desde 01/05/2008, em relação a CFOP 6.360)
Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária, na condição de contribuinte substituto;Classificam-se neste código as vendas de produtos industrializados ou produzidos pelo próprio estabelecimento em operações com produtos sujeitos ao regime de substituição tributária, na condição de contribuinte substituto.;Origem / Destino Fora Estado;6401;6.401 - Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária, na condição de contribuinte substituto
Venda de produção do estabelecimento de produto sujeito ao regime de substituição tributária, em operação entre contribuintes substitutos do mesmo produto;Classificam-se neste código as vendas de produtos sujeitos ao regime de substituição tributária industrializados no estabelecimento, em operações entre contribuintes substitutos do mesmo produto.;Origem / Destino Fora Estado;6402;6.402 - Venda de produção do estabelecimento de produto sujeito ao regime de substituição tributária, em operação entre contribuintes substitutos do mesmo produto
Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária, na condição de contribuinte substituto;Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, na condição de contribuinte substituto, em operação com mercadorias sujeitas ao regime de substituição tributária.;Origem / Destino Fora Estado;6403;6.403 - Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária, na condição de contribuinte substituto
Transferência de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária;Classificam-se neste código os produtos industrializados ou produzidos no próprio estabelecimento em transferência para outro estabelecimento da mesma empresa de produtos sujeitos ao regime de substituição tributária.;Origem / Destino Fora Estado;6408;6.408 - Transferência de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária
Transferência de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária;Classificam-se neste código as transferências para outro estabelecimento da mesma empresa de mercadorias adquiridas ou recebidas de terceiros que não tenham sido objeto de qualquer processo industrial no estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.;Origem / Destino Fora Estado;6409;6.409 - Transferência de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária
Devolução de compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária;"Classificam-se neste código as devoluções de mercadorias adquiridas para serem utilizadas em processo de industrialização ou produção rural cujas entradas tenham sido classificadas como ""Compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária"".";Origem / Destino Fora Estado;6410;6.410 - Devolução de compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária
Devolução de compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária;"Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como ""Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária"".";Origem / Destino Fora Estado;6411;6.411 - Devolução de compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária
Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita ao regime de substituição tributária;"Classificam-se neste código as devoluções de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada tenha sido classificada, respectivamente, nos códigos 1.406 ou 2.406 - ""Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária"".";Origem / Destino Fora Estado;6412;6.412 - Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita ao regime de substituição tributária
Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita ao regime de substituição tributária;"Classificam-se neste código as devoluções de mercadorias adquiridas para uso ou consumo do estabelecimento, cuja entrada tenha sido classificada, respectivamente, nos códigos 1.407 ou 2.407 - ""Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária"".";Origem / Destino Fora Estado;6413;6.413 - Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita ao regime de substituição tributária
Remessa de produção do estabelecimento para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária;Classificam-se neste código as remessas de produtos industrializados ou produzidos pelo próprio estabelecimento para serem vendidos fora do estabelecimento, inclusive por meio de veículos, em operações com produtos sujeitos ao regime de substituição tributária.;Origem / Destino Fora Estado;6414;6.414 - Remessa de produção do estabelecimento para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária
Remessa de mercadoria adquirida ou recebida de terceiros para venda fora do estabelecimento, em operação com mercadoria sujeita ao regime de substituição tributária;Classificam-se neste código as remessas de mercadorias adquiridas ou recebidas de terceiros para serem vendidas fora do estabelecimento, inclusive por meio de veículos, em operações com mercadorias sujeitas ao regime de substituição tributária.;Origem / Destino Fora Estado;6415;6.415 - Remessa de mercadoria adquirida ou recebida de terceiros para venda fora do estabelecimento, em operação com mercadoria sujeita ao regime de substituição tributária
Remessa de animal - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;Classificam-se neste código as saídas referentes à remessa de animais para criação, recriação, produção ou engorda em estabelecimento de produtor no sistema integrado e de produção animal, inclusive em sistema de confinamento. Também serão classificadas neste código as remessas decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central.;Origem / Destino Fora Estado;6451;6.451 - Remessa de animal - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Remessa de insumo - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;Classificam-se neste código as saídas referentes à remessa de insumos para utilização em estabelecimento de produtor no sistema integrado e de produção animal, para criação, recriação ou engorda, inclusive em sistema de confinamento. Também serão classificadas neste código as remessas decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central.;Origem / Destino Fora Estado;6452;6.452 - Remessa de insumo - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Retorno de animal ou da produção - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;Classificam-se neste código as saídas referentes ao retorno da produção, bem como dos animais criados ou engordados pelo produtor no sistema integrado e de produção animal, inclusive em sistema de confinamento. Também serão classificados neste código os retornos decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central.;Origem / Destino Fora Estado;6453;6.453 - Retorno de animal ou da produção - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Retorno simbólico de animal ou da produção - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;Classificam-se neste código as saídas referentes ao retorno simbólico da produção, bem como de animais criados ou engordados pelo produtor no sistema integrado e de produção animal, inclusive em sistema de confinamento.;Origem / Destino Fora Estado;6454;6.454 - Retorno simbólico de animal ou da produção - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Retorno de insumos não utilizados na produção - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;Classificam-se neste código as saídas referentes ao retorno de insumos não utilizados em estabelecimento de produtor no sistema integrado e de produção animal, para criação, recriação ou engorda, inclusive em sistema de confinamento e nas operações entre cooperativa singular e cooperativa central.;Origem / Destino Fora Estado;6455;6.455 - Retorno de insumos não utilizados na produção - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Saída referente a remuneração do produtor - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;Classificam-se neste código as saídas da parcela da produção do produtor realizadas em sistema de integração e produção animal, quando da entrega ao integrador ou parceiro. Também serão classificadas neste código as saídas decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central.;Origem / Destino Fora Estado;6456;6.456 - Saída referente a remuneração do produtor - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Remessa de produção do estabelecimento, com fim específico de exportação;Classificam-se neste código as saídas de produtos industrializados ou produzidos pelo próprio estabelecimento, remetidos com fim específico de exportação a trading company, Empresa Comercial Exportadora (ECE) ou outro estabelecimento do remetente.;Origem / Destino Fora Estado;6501;6.501 - Remessa de produção do estabelecimento, com fim específico de exportação
Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação;"Classificam-se neste código as saídas de mercadorias adquiridas ou recebidas de terceiros, remetidas com fim específico de exportação a ""trading company"", Empresa Comercial Exportadora (ECE) ou outro estabelecimento do remetente.";Origem / Destino Fora Estado;6502;6.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação
Devolução de mercadoria recebida com fim específico de exportação;Classificam-se neste código as devoluções efetuadas por trading company, empresa comercial exportadora ou outro estabelecimento do destinatário, de mercadorias recebidas com fim específico de exportação, cujas entradas tenham sido classificadas no código 1501 ou 2501 - Entrada de mercadoria recebida com fim específico de exportação.;Origem / Destino Fora Estado;6503;6.503 - Devolução de mercadoria recebida com fim específico de exportação
Remessa de mercadoria para formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento.;Classificam-se neste código as remessas de mercadorias para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento.;Origem / Destino Fora Estado;6504;6.504 - Remessa de mercadoria para formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento.
Remessa de mercadoria, adquirida ou recebida de terceiros, para formação de lote de exportação;Classificam-se neste código as remessas de mercadorias, adquiridas ou recebidas de terceiros, para formação de lote de exportação.;Origem / Destino Fora Estado;6505;6.505 - Remessa de mercadoria, adquirida ou recebida de terceiros, para formação de lote de exportação
Venda de bem do ativo imobilizado;Classificam-se neste código as vendas de bens integrantes do ativo imobilizado do estabelecimento.;Origem / Destino Fora Estado;6551;6.551 - Venda de bem do ativo imobilizado
Transferência de bem do ativo imobilizado;Classificam-se neste código os bens do ativo imobilizado transferidos para outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;6552;6.552 - Transferência de bem do ativo imobilizado
Devolução de compra de bem para o ativo imobilizado;Classificam-se neste código as devoluções de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada foi classificada no código 1551, 2551 ou 3551- Compra de bem para o ativo imobilizado.;Origem / Destino Fora Estado;6553;6.553 - Devolução de compra de bem para o ativo imobilizado
Remessa de bem do ativo imobilizado para uso fora do estabelecimento;Classificam-se neste código as remessas de bens do ativo imobilizado para uso fora do estabelecimento.;Origem / Destino Fora Estado;6554;6.554 - Remessa de bem do ativo imobilizado para uso fora do estabelecimento
Devolução de bem do ativo imobilizado de terceiro, recebido para uso no estabelecimento;Classificam-se neste código as saídas em devolução, de bens do ativo imobilizado de terceiros, recebidos para uso no estabelecimento, cuja entrada tenha sido classificada no código 1555 ou 2555 - Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento.;Origem / Destino Fora Estado;6555;6.555 - Devolução de bem do ativo imobilizado de terceiro, recebido para uso no estabelecimento
Devolução de compra de material de uso ou consumo;Classificam-se neste código as devoluções de mercadorias destinadas ao uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no código 1556, 2556 ou 3556 - Compra de material para uso ou consumo.;Origem / Destino Fora Estado;6556;6.556 - Devolução de compra de material de uso ou consumo
Transferência de material de uso ou consumo;Classificam-se neste código os materiais para uso ou consumo transferidos para outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;6557;6.557 - Transferência de material de uso ou consumo
Ressarcimento de ICMS retido por substituição tributária;Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária a contribuinte substituído, efetuado pelo contribuinte substituto, nas hipóteses previstas na legislação aplicável.;Origem / Destino Fora Estado;6603;6.603 - Ressarcimento de ICMS retido por substituição tributária
Venda de combustível ou lubrificante de produção do estabelecimento destinados à industrialização subseqüente;Classificam-se neste código as remessas para armazenagem de combustíveis ou lubrificantes.;Origem / Destino Fora Estado;6651;6.651 - Venda de combustível ou lubrificante de produção do estabelecimento destinados à industrialização subseqüente
Venda de combustível ou lubrificante, de produção do estabelecimento, destinados à comercialização;Classificam-se neste código as remessas para armazenagem de combustíveis ou lubrificantes.;Origem / Destino Fora Estado;6652;6.652 - Venda de combustível ou lubrificante, de produção do estabelecimento, destinados à comercialização
Venda de combustível ou lubrificante, de produção do estabelecimento, destinados a consumidor ou usuário final;Classificam-se neste código as remessas para armazenagem de combustíveis ou lubrificantes.;Origem / Destino Fora Estado;6653;6.653 - Venda de combustível ou lubrificante, de produção do estabelecimento, destinados a consumidor ou usuário final
Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à industrialização subseqüente;Classificam-se neste código as remessas para armazenagem de combustíveis ou lubrificantes.;Origem / Destino Fora Estado;6654;6.654 - Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à industrialização subseqüente
Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à comercialização;Classificam-se neste código as remessas para armazenagem de combustíveis ou lubrificantes.;Origem / Destino Fora Estado;6655;6.655 - Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à comercialização
Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados a consumidor ou usuário final;Classificam-se neste código as remessas para armazenagem de combustíveis ou lubrificantes.;Origem / Destino Fora Estado;6656;6.656 - Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados a consumidor ou usuário final
Remessa de combustível ou lubrificante, adquiridos ou recebidos de terceiros, para venda fora do estabelecimento;Classificam-se neste código as remessas para armazenagem de combustíveis ou lubrificantes.;Origem / Destino Fora Estado;6657;6.657 - Remessa de combustível ou lubrificante, adquiridos ou recebidos de terceiros, para venda fora do estabelecimento
Transferência de combustível ou lubrificante de produção do estabelecimento;Classificam-se neste código as remessas para armazenagem de combustíveis ou lubrificantes.;Origem / Destino Fora Estado;6658;6.658 - Transferência de combustível ou lubrificante de produção do estabelecimento
Transferência de combustível ou lubrificante adquiridos ou recebidos de terceiros;Classificam-se neste código as remessas para armazenagem de combustíveis ou lubrificantes.;Origem / Destino Fora Estado;6659;6.659 - Transferência de combustível ou lubrificante adquiridos ou recebidos de terceiros
Devolução de compra de combustível ou lubrificante adquiridos para industrialização subseqüente;Classificam-se neste código as remessas para armazenagem de combustíveis ou lubrificantes.;Origem / Destino Fora Estado;6660;6.660 - Devolução de compra de combustível ou lubrificante adquiridos para industrialização subseqüente
Devolução de compra de combustível ou lubrificante adquiridos para comercialização;Classificam-se neste código as remessas para armazenagem de combustíveis ou lubrificantes.;Origem / Destino Fora Estado;6661;6.661 - Devolução de compra de combustível ou lubrificante adquiridos para comercialização
Devolução de compra de combustível ou lubrificante adquiridos por consumidor ou usuário final;Classificam-se neste código as remessas para armazenagem de combustíveis ou lubrificantes.;Origem / Destino Fora Estado;6662;6.662 - Devolução de compra de combustível ou lubrificante adquiridos por consumidor ou usuário final
Remessa para armazenagem de combustível ou lubrificante;Classificam-se neste código as remessas para armazenagem de combustíveis ou lubrificantes.;Origem / Destino Fora Estado;6663;6.663 - Remessa para armazenagem de combustível ou lubrificante
Retorno de combustível ou lubrificante recebidos para armazenagem;Classificam-se neste código as remessas de insumos remetidos para industrialização por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;6664;6.664 - Retorno de combustível ou lubrificante recebidos para armazenagem
Retorno simbólico de combustível ou lubrificante recebidos para armazenagem;Classificam-se neste código as remessas de insumos remetidos para industrialização por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;6665;6.665 - Retorno simbólico de combustível ou lubrificante recebidos para armazenagem
Remessa, por conta e ordem de terceiros, de combustível ou lubrificante recebidos para armazenagem;Classificam-se neste código as remessas de insumos remetidos para industrialização por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;6666;6.666 - Remessa, por conta e ordem de terceiros, de combustível ou lubrificante recebidos para armazenagem
Venda de combustível ou lubrificante a consumidor ou usuário final estabelecido em outra Unidade da Federação;Classificam-se neste código as remessas de insumos remetidos para industrialização por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;6667;6.667 - Venda de combustível ou lubrificante a consumidor ou usuário final estabelecido em outra Unidade da Federação
Remessa para industrialização por encomenda;Classificam-se neste código as remessas de insumos remetidos para industrialização por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;6901;6.901 - Remessa para industrialização por encomenda
Retorno de mercadoria utilizada na industrialização por encomenda;Classificam-se neste código as remessas, pelo estabelecimento industrializador, dos insumos recebidos para industrialização e incorporados ao produto final, por encomenda de outra empresa ou de outro estabelecimento da mesma empresa. O valor dos insumos nesta operação deverá ser igual ao valor dos insumos recebidos para industrialização.;Origem / Destino Fora Estado;6902;6.902 - Retorno de mercadoria utilizada na industrialização por encomenda
Retorno de mercadoria recebida para industrialização e não aplicada no referido processo;Classificam-se neste código as remessas em devolução de insumos recebidos para industrialização e não aplicados no referido processo.;Origem / Destino Fora Estado;6903;6.903 - Retorno de mercadoria recebida para industrialização e não aplicada no referido processo
Remessa para venda fora do estabelecimento;Classificam-se neste código as remessas de mercadorias para venda fora do estabelecimento, inclusive por meio de veículos.;Origem / Destino Fora Estado;6904;6.904 - Remessa para venda fora do estabelecimento
Remessa para depósito fechado ou armazém geral;Classificam-se neste código as remessas de mercadorias para depósito em depósito fechado ou armazém geral.;Origem / Destino Fora Estado;6905;6.905 - Remessa para depósito fechado ou armazém geral
Retorno de mercadoria depositada em depósito fechado ou armazém geral;Classificam-se neste código os retornos de mercadorias depositadas em depósito fechado ou armazém geral ao estabelecimento depositante.;Origem / Destino Fora Estado;6906;6.906 - Retorno de mercadoria depositada em depósito fechado ou armazém geral
Retorno simbólico de mercadoria depositada em depósito fechado ou armazém geral;Classificam-se neste código os retornos simbólicos de mercadorias recebidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não devam retornar ao estabelecimento depositante.;Origem / Destino Fora Estado;6907;6.907 - Retorno simbólico de mercadoria depositada em depósito fechado ou armazém geral
